Sentiment,Label
pang sasaritaun tula agku rima,neutral
basawun sasaritaun agku rima,neutral
lolo pinalayug matikdul makusug gayo nuyug buradul naulug,neutral
importanteng karanasan maiuugnay nabasang tula,neutral
makatatabang pagadal,neutral
markahan lebel pagkaintindi gamita,neutral
anapun kolum b sasaritaun katunog kolum,neutral
pagtugbungun paagi kurit,neutral
kumusta pagsasanay bayadun simbag key correction pahina,positive
pwede gibuwun pagsasanay,positive
nasimbagan tama pagsasanay simbag,positive
ababa balikan aytem sala simbag adalan utru pagkatapos magpadagus pagsasanay,positive
bilugan rima lambang bilang,neutral
piliun darwang sasaritaun katunog kawun,neutral
isurat simbag notebook,positive
mala tibay,positive
natapos pagsasanay,positive
saring parte nadipisilan,positive
dawa arug kan ipinaguurgulyo,positive
magdrowing burak answer sheet arug san ritrato,positive
isurat burak sasaritaun agku rima,neutral
piliun kawun sasaritaun katunog bitnga burak,neutral
pumili sana limang sasaritaun,neutral
bilib talaga kanimo,positive
nasimbagan ngamin pagsasanay,positive
tsekan simbag gamit key correction pahina,neutral
namatian matapos maisiyan resulta pagpursige lambang pagsasanay butangan blangko sasaritaun agku rima sarita agku kurit,positive
piliun tamang simbag luug ibaba pirmi kaiba amiga ngamin bagay kami magkadamay sirum maski sadit sana pagtatrabawu mauurut,positive
papa mama ate kuya pati pirmi sanang,positive
ibos mapulut paboritong mirindalan idutdut asukar ay,positive
ading baluy namo maski sadit sana pirmi malinig,neutral
siram mamuya tunay masinggaya yehey,positive
madali matapos ading aralin,positive
itsek simbag gamit key correction pahina pirang bituon mareresibe,neutral
baydun ibaba,neutral
anapun sasaritaun agku rima,neutral
isurat notebook simbag,neutral
gunting buyud suman guyud pating lugaw rira,neutral
wakas nakaabot katapusan aralin,positive
namumuya natapos pagsasanay,positive
mala tibay igin,positive
katuyuwan maturan eskwela pagbasa agku pagkaintindi,positive
dakul paagi magigibu paryu paggibu twolevel outline binasang isturya teksto,positive
balikan naturan basawun intindiyun talata,positive
piliun luug kawun pangungusap ibutang blangko makagibu twolevel outline talata,neutral
tubig pinakaimportanteng bagay kinaban,positive
tawu ayup nagiinom tubig tanganing mabuway,positive
kaipuwan pananum tubig magtubu,positive
ginagamit paglinig awak iba pang bagay,positive
diri makaluluto uda tubig,neutral
dakul pwedeng pagkuan tubig kapalibutan,positive
pwede magkuku sapa salug dagat,positive
makakukuku tubig galin irarum raga uran ahensya istablisyamentong nagtitinda tubig,positive
kaipuwan tanum magtubu,positive
irarum raga,neutral
importansya tubig tindan tubig salug,positive
pinagkukuan tubig,positive
ginagamit pagluto iniinom tawu ayup mabuway,positive
paginawan basawun intindiyun talata tungkol klase basura,neutral
basura agku darwang klase basura,positive
nalulupa diri nalulupang basura,positive
nalulupang basura paryu inubak prutas gulay marang dawun pwedeng maging abono pataba tanum,positive
bote lata plastik garapa lumang yero sim halimbawa diri nalulupang basura,positive
pwede tipunun ipabakal,positive
nakatabang kalinigan nagkaagku ekstrang sintabu,positive
intindiyun simbagan unga,positive
darwang klase basura,neutral
pwedeng maitabang nalulupang basura tanum,neutral
pwedeng gibun diri nalulupang basura,neutral
magtau halimbawa nalulupa diri nalulupang basura,neutral
mas madaling maintindiyan isturya lalo maaba importanteng tattaung gumibu twolevel outline lambang,positive
tandaan paggibu twolevel outline basawun maray isturya talata,positive
bistuwun main idea pinakaimportanteng ideya talata,positive
bistuwun supporting details detalye nagsasabi manungud main idea,positive
isurat main idea gamit roman numerals,positive
gamitun dadakulung letra alpabeto supporting details,positive
purbaran balikan talata manungud basura,positive
kumplitun twolevel outline ibaba,positive
nalulupang basura,negative
halimbawa diri nalulupang basura,neutral
tandaan twolevel outline agku darwang main idea supporting details lambang main idea,positive
kadalasang ginigibu mapadali pagintindi binabasa maisiyan talagang naintindiyan binasa,positive
pwede ibutang pamagat nabanggit talata,positive
basawun intindiyun talata,positive
kumplitun twolevel outline manungud binasa,positive
maray libangan pagtanum,positive
puyra pagkaun naitatau nagsisirbi inspirasyon nakakagood vibes pagmati lambang,positive
burak nakakadagdag kagayunan kapalibutan,positive
gulay prutas nagtataung sustansya kaipuwan kanatong awak,positive
agku paagi madali pagpadakul tanum,positive
pagpatubu gamit ugat suli tanum binabauy natural pagtanum,positive
artipisyal naggamit ibang parti tanum arug dawun sanga awak,positive
marcotting budding grafting halimbawa artipisyal pagtanum,positive
nagsisirbing inspirasyon lambang paagi pagpadakul tanum,positive
balikan naturan purbaran,neutral
importansya tubig,neutral
darwang klase basura,neutral
ginagamit pagluto,neutral
diri nalulupa,neutral
iniinom tawu ayup,neutral
pinagkukuan tubig,neutral
tindan tubig,neutral
importansya tanum,neutral
maray libangan,neutral
nagtataung pagkaun,neutral
nakakagoodvibes,positive
nakakagayun palibut,positive
nagtataung sustansya awak,positive
front cover unaan parte libro,neutral
titulo maiisiyan manungud libro,neutral
author baoy tawong nagsurat libro illustratoramo baoy tawong nagdrowing ritratu libro,neutral
beginning kapinunan pahina libro ending katapusan pahina libro,neutral
back cover likod parte libro,neutral
pagkatapos learners packet inaasahan matuturan,neutral
anapon kolum b ritrato tinutukoy kolum pagkabiton,neutral
likod parte libro,neutral
titulo libro,neutral
tawo nagsurat libro,neutral
unaan parte libro,neutral
tawo nagdrowing,neutral
basawon istorya ibaba simbagon lambang unga,neutral
siisay pinakaimportante sinurat marijoy b buffe isinalin nabuanon thelma follosco,neutral
aldaw nagkabinaydan magaamigo frontera titulo beginning ending illustrator author,neutral
nagbiri bisara manungod importansya lambang kanda,neutral
pinakaimportante nabayad sana igin ritrato atubangan libro magugustuwan tulos sabi frontera,neutral
frontera pinakaimportante pagkabasa sana igin manungod bilog libro siguradong kukuon tulos nabua east sabi titulo,neutral
diri nagparaog beginning pinakaimportante kapinunan nababayad gayon libro uda iba kundi kanako,neutral
ay basta diri mabibilog libro uda katapusan sabi ending,negative
nauditudit illustrator nagsabi pumundu kamo,neutral
isipisipon nagtataong kulor buway libro pinakaimportante nagdudrowing ngamin ritrato libro,neutral
nakatios author nagsabing uy pinagrarabungan ninyo relaks sana kamo,neutral
kagsurat ngamin nilalaman libro diri sinasabing pinakaimportante ngamin importante diri mabibilog libro kulang parte,neutral
imbes magrabong raw magkauusad sana tanganing magin kitang instrumento nganing makatuod igin,neutral
napagisipisip lambang sala nagayat tawad author,positive
siisayisay magaamigo,neutral
siisay atubangan libro,neutral
siisay nagdrowing ngamin ritrato mababayad libro,neutral
siisay nagsurat ngamin nilalaman libro,neutral
siisay pinakaimportante kanda ngamin,neutral
siisay gusto arugon sadto magaamigo,neutral
pilion parte libro inaanap pangungusap,neutral
bilugan letra tamang simbag,neutral
nagsurat libro siisay,positive
likod parte libro siisay,positive
ngaran libro siisay,positive
nagdrowing libro siisay,positive
unaan parte libro siisay,positive
basawon alukot istorya simbagan unga,positive
isurat linya simbag,positive
magalang igin sinurat thelma follosco,positive
simbag tulos carlo at dali dali ading linuog sadtu baloy,neutral
nabayaan kangayamon cardo,neutral
kumuko kawoy uda panggatong manda nanay,neutral
opo nanay simbag carlo dali daling kinuko igagatong carlo dinara tulos nanay sadto kusina,positive
biglang inabot tiya nena kaiba pinsan nya ken agko dara darang pasabat,positive
maray ramrag tiya nena,positive
sabay nagbisa carlo,neutral
kumusta maray carlo pasabat kanimo mabalos tiya nena,positive
nanay carlo,neutral
isadto kusina nanay tiya nena,positive
tinabangan carlo tiya nena nya darawon dara darang pasalubong paluog sadto baloy,positive
pangangayamon carlo cardo nabua east,neutral
ginibo carlo marungog baoy nanay,neutral
sinunod raw nya tulos manda nanay,positive
ginibo carlo mabayad inabot tiya nena nya,neutral
paguna unong klaseng igin carlo,neutral
depende simbag igin,neutral
depende simbag igin,neutral
depende simbag igin,neutral
depende simbag igin,neutral
libro agko iba ibang parte,neutral
agko front back cover title page mababayad ngaran libro publisher author naggibo nagsurat libro,positive
pagpadagos paggamit modyul lalo maiintindiyan buot sabiyon kada parte libro,positive
nguwan alduw piginawan pagsurat agku tamang espasyo pananda paggamit dakulung letra kinakaipuwan tamang pagkopya sasaritaun parirala pangungusap talata,positive
balikan naturan,positive
sumusunod tandaan tanganing maiistorya usay istoryang nabasa narungug,neutral
butangan tsek tama sinasabi pangungusap ekis sala,neutral
intindiyun importanteng detalye istorya,neutral
maisabi ngamin pangunahing karakter istoryang nabasa,positive
pagistorya luway boses diri magaksiyon,neutral
paginawan pagsurat pagkopya sasaritaun parirala pangungusap talata importante tandaan sumusunod,neutral
gamitun dakulung letra kapinunan pangungusap,positive
isurat dakulung letra ngaran tawu bagay lugar alduw bulan,positive
alimbawa maria milo bicol martes pablo surf naga enero agku espasyo pagitan sarita,positive
gumamit pananda pagkatapos pangungusap arug tuldok,positive
tandang pananong tandang padamdam,positive
alimbawa nagluto nanay adobo sabado,positive
kamu pagiyan pablo subago,neutral
aray nakagat sirum,neutral
unang sasaritaun talata nakaindent,neutral
pantay agku margin,neutral
maglinig palibut,positive
iapun ati tamang basuran,positive
agku basuran nalulupa diri nalulupa nariresiklo,neutral
pantay agku margin,positive
isurat malinaw malinig,neutral
kupyawun isurat usay sasaritaun parirala pangungusap,neutral
isurat papel,neutral
nagiyan nabua,positive
maduag kawuy,positive
agku gitara nida,positive
mamira kilo mangga,neutral
arugun pagkasurat talata,neutral
gibuwun papel,neutral
agku ataman ayam ate,positive
tagpi ngaran ayam,positive
mabuut ayam tagpi kapayaba ate kanya,positive
tandaan pagsurat pagkopya sasaritaun parirala pangungusap talata importante tandaan sumusunod,neutral
gamitun dakulung letra kapinunan pangungusap,neutral
isurat dakulung letra ngaran tawu bagay lugar alduw bulan,neutral
agko espasyo pagitan sarita,neutral
gumamit pananda pagkatapos pangungusap unang sasaritaun talata nakaindent,neutral
isurat papel arugun talata ibaba usay tamang format,neutral
agku bisikleta dona,positive
kolor pula bisikleta,positive
mahilig magbisikleta dona lalo apun,positive
amu gamit paiyan sadtu kabarkada,positive
gamitun rubriks pagmarka,neutral
naisurat tama talata tama pagkasurat diri nakaindent unang sasaritaun,neutral
naisurat diri nakaindent diri naggamit dakulung letra kapinunan pangungusap,neutral
uda isinurat depende paagi pagsurat igin,neutral
itsek gamit rubrik,neutral
leksiyon pigadalan sasaritaun nagsasabi iwag aksyon,neutral
sasabiyun iwag aksyon marurungug mababasa,neutral
balikan naturan,neutral
bago magpadagus balikan nguna naturan nakaaging leksiyon,positive
magirungug habang binabasa kanimo teksto pagkatapos iistorya usay narungug,neutral
sikat nguwan,neutral
pandemya dara,negative
pinasasakitan tawung nararapuan,negative
gustong gusto barkadawun tawung diri naguugas kamut uda face mask abu social distancing,negative
paginawan pandiwa bauy sasaritaun nagsasabi iwag aksyon,neutral
mababasa marurungug pangarualduw pagbibisara,neutral
alimbawa sasaritaun nagsasabi aksyon pandiwa lukso laba dalagan talon turug ula,neutral
sabiyun bilugan sasaritaun nagsasabi aksyon lambang pangungusap,neutral
nagbabasa lori,neutral
nagluto adobo nanay subago,neutral
naglalaba ate,neutral
miginom gatas bunso,neutral
nagaani paruy tatay,neutral
pandiwa bauy sasaritaun nagsasabi iwag aksyon,neutral
alimbawa naglukso nagbabayle nagbasa nagkakaun,neutral
magirungug habang binabasa kanimo lambang pangungusap,neutral
sabiyun kuritan pandiwa marurungug,neutral
nagsusurat toni marigus ben nganud,neutral
nagbabatuk ayam,neutral
nagaandar awto,neutral
migsimba kami,positive
pagbalikadal,neutral
nakapagistorya malinaw tama pagkakasunodsunod pangyayari,positive
nakapagistorya bukong pagkakasunodsunod pangyayari,neutral
diri nakapagistorya puntos purbaran,negative
leksiyon matuturan ibaibang klase saritang nagpapabayad aksiyon kilos kunu nangyari nasabing aksiyon kilos,neutral
pandiwa bilugan pandiwa aksiyon lambang pangungusap,neutral
amay nagisong lita,positive
narigus sapun,positive
nagkakaun gulay,positive
basawun dayalogo,neutral
isosorpresa namo udma nanay,neutral
birtdey,neutral
nganud migbakal kami tatay lulutuun,neutral
imbitado kamo lenlen,positive
mabalos berta,positive
migiyan kami udma,neutral
sasaritaun agku kurit diyalogo nagsasabi kunu nangyari aksiyon kilos,neutral
sinisimbag unga kunu kailan,neutral
migluto nanay nganud,neutral
aksiyon kunu nangyari kunu migluto nanay nganud aksiyon mingyari gigibun sana binabauy aspektong kontimplatibo,neutral
aksiyon mingyari gigibun sana binabauy aspektong kontimplatibo,neutral
migbasa libro udma,positive
aksiyon kunu mingyari aksiyon nangyari ginibu binabauy aspektong perpektibo,neutral
nagsaud kami nanay sapun,neutral
aksiyon kunu nangyari aksiyon nangyayari ginigibu nguwan binabauy aspektong imperpektibo,neutral
nagkakaun kami batag nguwan,neutral
aksiyon kunu nangyari,neutral
sabiyun aspekto aksiyon kilos sinasabi pangungusap,neutral
piliun simbag kawun,neutral
nagsisimba pamilya santos kada domingo,positive
nagawan natad noli subago,positive
migbasa libro nganud,positive
kompletuwun pangungusap gamit tamang aksiyon,neutral
bayadun sasaritaun nagsasabi kunu nangyari,neutral
sadtu uma tatay sapun,neutral
d tandaan pandiwa bauy saritang nagpapabayad aksiyon iwag,neutral
aspektong imperpektibo aksiyon nangyayari ginigibu nguwan aspektong perpektibo aksiyon nangyari ginibu,neutral
aspektong kontimplatibo aksiyon mingyari gigibun sana,neutral
isurat nauudang saritang pamanahon tanganing makompleto pangungusap,neutral
piliun simbag luug kawun,neutral
nagsusurat nguwan,neutral
nagkakaun pamawan ramrag,positive
nabayad liwanag bulan sugabi,neutral
naririgos aroaldow,positive
ipinagselebrar pasko kada disyembre,neutral
balikan naturan,neutral
leksiyon matuturan sasaritaun naglaladawan kolor korte duag tekstura bagay namamatian tawu pangungusap,neutral
